Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue
SRR17894063,27 days,WGS,299,1647938144,PRJNA803765,SAMN25686964,Plant,621084032,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053045,China,Asia,China:Wuhan,Illumina HiSeq 2500,R221,R221,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R221,SRP358511,blade
SRR17894064,27 days,WGS,299,1392355140,PRJNA803765,SAMN25686963,Plant,522116924,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053044,China,Asia,China:Wuhan,Illumina HiSeq 2500,R220,R220,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R220,SRP358511,blade
SRR17894065,27 days,WGS,299,1597087038,PRJNA803765,SAMN25686962,Plant,573156732,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053043,China,Asia,China:Wuhan,Illumina HiSeq 2500,R21,R21,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R21,SRP358511,blade
SRR17894066,27 days,WGS,299,1297902974,PRJNA803765,SAMN25686836,Plant,494953024,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053042,China,Asia,China:Wuhan,Illumina HiSeq 2500,R105,R105,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R105,SRP358511,blade
SRR17894067,27 days,WGS,299,1678040468,PRJNA803765,SAMN25686961,Plant,625935608,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053041,China,Asia,China:Wuhan,Illumina HiSeq 2500,R219,R219,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R219,SRP358511,blade
SRR17894068,27 days,WGS,299,1258423166,PRJNA803765,SAMN25686960,Plant,471602269,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053040,China,Asia,China:Wuhan,Illumina HiSeq 2500,R218,R218,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R218,SRP358511,blade
SRR17894069,27 days,WGS,299,1475459388,PRJNA803765,SAMN25686959,Plant,566452990,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053039,China,Asia,China:Wuhan,Illumina HiSeq 2500,R217,R217,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R217,SRP358511,blade
SRR17894070,27 days,WGS,299,1474321158,PRJNA803765,SAMN25686958,Plant,560888942,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053038,China,Asia,China:Wuhan,Illumina HiSeq 2500,R216,R216,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R216,SRP358511,blade
SRR17894071,27 days,WGS,299,1504874186,PRJNA803765,SAMN25686957,Plant,565729413,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053037,China,Asia,China:Wuhan,Illumina HiSeq 2500,R215,R215,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R215,SRP358511,blade
SRR17894072,27 days,WGS,299,1611010772,PRJNA803765,SAMN25686956,Plant,607444084,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053036,China,Asia,China:Wuhan,Illumina HiSeq 2500,R214,R214,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R214,SRP358511,blade
SRR17894073,27 days,WGS,299,1467611412,PRJNA803765,SAMN25686955,Plant,549653265,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053035,China,Asia,China:Wuhan,Illumina HiSeq 2500,R213,R213,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R213,SRP358511,blade
SRR17894074,27 days,WGS,299,1414037930,PRJNA803765,SAMN25686954,Plant,530323054,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053034,China,Asia,China:Wuhan,Illumina HiSeq 2500,R212,R212,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R212,SRP358511,blade
SRR17894075,27 days,WGS,299,1501402766,PRJNA803765,SAMN25686953,Plant,570848544,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053033,China,Asia,China:Wuhan,Illumina HiSeq 2500,R211,R211,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R211,SRP358511,blade
SRR17894076,27 days,WGS,299,1451941952,PRJNA803765,SAMN25686952,Plant,547509742,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053032,China,Asia,China:Wuhan,Illumina HiSeq 2500,R210,R210,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R210,SRP358511,blade
SRR17894077,27 days,WGS,299,1345919518,PRJNA803765,SAMN25686835,Plant,511362845,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053031,China,Asia,China:Wuhan,Illumina HiSeq 2500,R104,R104,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R104,SRP358511,blade
SRR17894078,27 days,WGS,299,1281380400,PRJNA803765,SAMN25686951,Plant,462202207,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053030,China,Asia,China:Wuhan,Illumina HiSeq 2500,R20,R20,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R20,SRP358511,blade
SRR17894079,27 days,WGS,299,1471032794,PRJNA803765,SAMN25686950,Plant,553165551,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053029,China,Asia,China:Wuhan,Illumina HiSeq 2500,R209,R209,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R209,SRP358511,blade
SRR17894080,27 days,WGS,299,1410957172,PRJNA803765,SAMN25686949,Plant,529497335,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053028,China,Asia,China:Wuhan,Illumina HiSeq 2500,R208,R208,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R208,SRP358511,blade
SRR17894081,27 days,WGS,299,1827678966,PRJNA803765,SAMN25686948,Plant,728263634,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053027,China,Asia,China:Wuhan,Illumina HiSeq 2500,R207,R207,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R207,SRP358511,blade
SRR17894082,27 days,WGS,299,1623695364,PRJNA803765,SAMN25686947,Plant,604073330,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053026,China,Asia,China:Wuhan,Illumina HiSeq 2500,R206,R206,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R206,SRP358511,blade
SRR17894083,27 days,WGS,299,1457568204,PRJNA803765,SAMN25686946,Plant,547444525,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053025,China,Asia,China:Wuhan,Illumina HiSeq 2500,R205,R205,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R205,SRP358511,blade
SRR17894084,27 days,WGS,299,1388715274,PRJNA803765,SAMN25686945,Plant,519992479,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053024,China,Asia,China:Wuhan,Illumina HiSeq 2500,R204,R204,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R204,SRP358511,blade
SRR17894085,27 days,WGS,299,1490548942,PRJNA803765,SAMN25686944,Plant,564346778,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053023,China,Asia,China:Wuhan,Illumina HiSeq 2500,R203,R203,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R203,SRP358511,blade
SRR17894086,27 days,WGS,299,1231830032,PRJNA803765,SAMN25687030,Plant,449267807,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053022,China,Asia,China:Wuhan,Illumina HiSeq 2500,R36,R36,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R36,SRP358511,blade
SRR17894087,27 days,WGS,299,1224563854,PRJNA803765,SAMN25687029,Plant,443394129,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053021,China,Asia,China:Wuhan,Illumina HiSeq 2500,R35,R35,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R35,SRP358511,blade
SRR17894088,27 days,WGS,299,1796450280,PRJNA803765,SAMN25687028,Plant,651587350,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053020,China,Asia,China:Wuhan,Illumina HiSeq 2500,R34,R34,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R34,SRP358511,blade
SRR17894089,27 days,WGS,299,1533375074,PRJNA803765,SAMN25687027,Plant,556173595,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053019,China,Asia,China:Wuhan,Illumina HiSeq 2500,R33,R33,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R33,SRP358511,blade
SRR17894090,27 days,WGS,299,1297430812,PRJNA803765,SAMN25687026,Plant,463229974,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053018,China,Asia,China:Wuhan,Illumina HiSeq 2500,R32,R32,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R32,SRP358511,blade
SRR17894091,27 days,WGS,299,1379260248,PRJNA803765,SAMN25687025,Plant,492021790,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053017,China,Asia,China:Wuhan,Illumina HiSeq 2500,R31,R31,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R31,SRP358511,blade
SRR17894092,27 days,WGS,299,1308076204,PRJNA803765,SAMN25687024,Plant,470334791,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053016,China,Asia,China:Wuhan,Illumina HiSeq 2500,R30,R30,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R30,SRP358511,blade
SRR17894093,27 days,WGS,299,1675309694,PRJNA803765,SAMN25687023,Plant,616029731,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053015,China,Asia,China:Wuhan,Illumina HiSeq 2500,R29,R29,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R29,SRP358511,blade
SRR17894094,27 days,WGS,298,2046984600,PRJNA803765,SAMN25687022,Plant,730011586,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053014,China,Asia,China:Wuhan,Illumina HiSeq 2500,R28,R28,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R28,SRP358511,blade
SRR17894095,27 days,WGS,299,1382727966,PRJNA803765,SAMN25686842,Plant,522407739,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053013,China,Asia,China:Wuhan,Illumina HiSeq 2500,R110,R110,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R110,SRP358511,blade
SRR17894096,27 days,WGS,299,1362243390,PRJNA803765,SAMN25686824,Plant,485817923,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053012,China,Asia,China:Wuhan,Illumina HiSeq 2500,R03,R03,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R03,SRP358511,blade
SRR17894097,27 days,WGS,299,1745805730,PRJNA803765,SAMN25687021,Plant,620390268,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053011,China,Asia,China:Wuhan,Illumina HiSeq 2500,R27,R27,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R27,SRP358511,blade
SRR17894098,27 days,WGS,299,1614628044,PRJNA803765,SAMN25687020,Plant,569691595,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053010,China,Asia,China:Wuhan,Illumina HiSeq 2500,R272,R272,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R272,SRP358511,blade
SRR17894099,27 days,WGS,299,1244726620,PRJNA803765,SAMN25687019,Plant,444470054,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053009,China,Asia,China:Wuhan,Illumina HiSeq 2500,R271,R271,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R271,SRP358511,blade
SRR17894100,27 days,WGS,299,1266392408,PRJNA803765,SAMN25687018,Plant,450073034,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14053008,China,Asia,China:Wuhan,Illumina HiSeq 2500,R270,R270,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R270,SRP358511,blade
SRR17894101,27 days,WGS,299,2027582814,PRJNA803765,SAMN25687017,Plant,719815305,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053007,China,Asia,China:Wuhan,Illumina HiSeq 2500,R26,R26,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R26,SRP358511,blade
SRR17894102,27 days,WGS,299,1556171790,PRJNA803765,SAMN25687016,Plant,553121357,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053006,China,Asia,China:Wuhan,Illumina HiSeq 2500,R269,R269,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R269,SRP358511,blade
SRR17894103,27 days,WGS,299,1051717984,PRJNA803765,SAMN25687015,Plant,373716692,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053005,China,Asia,China:Wuhan,Illumina HiSeq 2500,R268,R268,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R268,SRP358511,blade
SRR17894104,27 days,WGS,299,1605096916,PRJNA803765,SAMN25687014,Plant,569474979,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14053004,China,Asia,China:Wuhan,Illumina HiSeq 2500,R267,R267,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R267,SRP358511,blade
SRR17894105,27 days,WGS,299,1006999626,PRJNA803765,SAMN25687013,Plant,357497258,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14053003,China,Asia,China:Wuhan,Illumina HiSeq 2500,R266,R266,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R266,SRP358511,blade
SRR17894106,27 days,WGS,299,1397222776,PRJNA803765,SAMN25687012,Plant,497021895,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14053002,China,Asia,China:Wuhan,Illumina HiSeq 2500,R265,R265,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R265,SRP358511,blade
SRR17894107,27 days,WGS,299,1390328536,PRJNA803765,SAMN25686841,Plant,499046576,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14053001,China,Asia,China:Wuhan,Illumina HiSeq 2500,R10,R10,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R10,SRP358511,blade
SRR17894108,27 days,WGS,299,1377841106,PRJNA803765,SAMN25687011,Plant,486316991,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14053000,China,Asia,China:Wuhan,Illumina HiSeq 2500,R264,R264,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R264,SRP358511,blade
SRR17894109,27 days,WGS,299,1486455974,PRJNA803765,SAMN25687010,Plant,529066539,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052999,China,Asia,China:Wuhan,Illumina HiSeq 2500,R263,R263,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R263,SRP358511,blade
SRR17894110,27 days,WGS,299,1658234216,PRJNA803765,SAMN25686943,Plant,626409007,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052998,China,Asia,China:Wuhan,Illumina HiSeq 2500,R202,R202,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R202,SRP358511,blade
SRR17894111,27 days,WGS,299,1550207276,PRJNA803765,SAMN25686942,Plant,592298448,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052997,China,Asia,China:Wuhan,Illumina HiSeq 2500,R201,R201,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R201,SRP358511,blade
SRR17894112,27 days,WGS,299,1276646048,PRJNA803765,SAMN25686834,Plant,486854980,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052996,China,Asia,China:Wuhan,Illumina HiSeq 2500,R103,R103,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R103,SRP358511,blade
SRR17894113,27 days,WGS,299,1141262262,PRJNA803765,SAMN25686941,Plant,421432514,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052995,China,Asia,China:Wuhan,Illumina HiSeq 2500,R200,R200,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R200,SRP358511,blade
SRR17894114,27 days,WGS,299,1419080754,PRJNA803765,SAMN25686940,Plant,510821041,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",vegetative phase,not applicable,SRX14052994,China,Asia,China:Wuhan,Illumina HiSeq 2500,R19,R19,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R19,SRP358511,blade
SRR17894115,27 days,WGS,299,1274799240,PRJNA803765,SAMN25686939,Plant,479963800,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052993,China,Asia,China:Wuhan,Illumina HiSeq 2500,R199,R199,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R199,SRP358511,blade
SRR17894116,27 days,WGS,299,1283419110,PRJNA803765,SAMN25686938,Plant,469793667,WUHAN UNIVERSITY,public,japonica,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",vegetative phase,not applicable,SRX14052992,China,Asia,China:Wuhan,Illumina HiSeq 2500,R198,R198,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R198,SRP358511,blade
SRR17894117,27 days,WGS,299,1112168728,PRJNA803765,SAMN25686937,Plant,406995255,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052991,China,Asia,China:Wuhan,Illumina HiSeq 2500,R197,R197,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R197,SRP358511,blade
SRR17894118,27 days,WGS,299,1249390814,PRJNA803765,SAMN25686936,Plant,455774135,WUHAN UNIVERSITY,public,japonica,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",vegetative phase,not applicable,SRX14052990,China,Asia,China:Wuhan,Illumina HiSeq 2500,R196,R196,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R196,SRP358511,blade
SRR17894119,27 days,WGS,299,1165072506,PRJNA803765,SAMN25686935,Plant,428935989,WUHAN UNIVERSITY,public,japonica,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052989,China,Asia,China:Wuhan,Illumina HiSeq 2500,R195,R195,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R195,SRP358511,blade
SRR17894120,27 days,WGS,299,1218296606,PRJNA803765,SAMN25686934,Plant,449517907,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",vegetative phase,not applicable,SRX14052988,China,Asia,China:Wuhan,Illumina HiSeq 2500,R194,R194,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R194,SRP358511,blade
SRR17894121,27 days,WGS,299,1253724474,PRJNA803765,SAMN25686933,Plant,462494315,WUHAN UNIVERSITY,public,japonica,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052987,China,Asia,China:Wuhan,Illumina HiSeq 2500,R193,R193,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R193,SRP358511,blade
SRR17894122,27 days,WGS,299,1121432124,PRJNA803765,SAMN25686932,Plant,414119005,WUHAN UNIVERSITY,public,japonica,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",vegetative phase,not applicable,SRX14052986,China,Asia,China:Wuhan,Illumina HiSeq 2500,R192,R192,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R192,SRP358511,blade
SRR17894123,27 days,WGS,299,1441563874,PRJNA803765,SAMN25686833,Plant,543667861,WUHAN UNIVERSITY,public,japonica,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",vegetative phase,not applicable,SRX14052985,China,Asia,China:Wuhan,Illumina HiSeq 2500,R102,R102,PAIRED,RANDOM,GENOMIC,Oryza sativa Japonica Group,ILLUMINA,2022-02-05T00:00:00Z,R102,SRP358511,blade
